CSV文件,列序号,中文字段,字段名,危险等级
ImpactConfig_Strike.csv,18,特效ID,EfxId,
ImpactConfig_Strike.csv,19,音效ID,SfxId,
ImpactConfig_Strike.csv,20,伤害类型,DamageType,
ImpactConfig_Strike.csv,21,伤害生效次数,DamageCount,1
ImpactConfig_Strike.csv,22,比例伤害,DamageRatio,
ImpactConfig_Strike.csv,23,固定伤害,DamageFixed,
ImpactConfig_Strike.csv,24,独立伤害,DamageIndependent,
ImpactConfig_Strike.csv,25,计算类型,OperateType,
ImpactConfig_Strike.csv,26,攻击能量收益,ATKGetEnergy,
ImpactConfig_Strike.csv,27,攻击削减护甲,ATKTakeArmor,
ImpactConfig_Strike.csv,28,伤害削减护甲系数,DamageTakeArmorRatio,
ImpactConfig_Strike.csv,29,死亡击飞曲线ID,DeathHitFlyCurveID,
ImpactConfig_Strike.csv,30,死亡击飞曲线ID,validfordeadunit,
ImpactConfig_Strike.csv,31,目标力竭值扣除万分比系数,ArmorDeductRatio,
ImpactConfig_Strike.csv,32,伤害是否仅对目标,CastTarget,
ImpactConfig_Strike.csv,33,伤害中心点位置,DamageTargetPos,
ImpactConfig_Strike.csv,34,伤害中心点位置X偏移,DamageTargetPosOffsetX,
ImpactConfig_Strike.csv,35,伤害中心点位置Y偏移,DamageTargetPosOffsetY,
ImpactConfig_Strike.csv,36,伤害中心点位置Z偏移,DamageTargetPosOffsetZ,
ImpactConfig_Strike.csv,37,伤害形状,DamageAreaType,
ImpactConfig_Strike.csv,38,长/半径,LengthRadius,
ImpactConfig_Strike.csv,39,宽,Width,
ImpactConfig_TempBuffCond.csv,1,流水ID,Id,
ImpactConfig_TempBuffCond.csv,2,主要类型,PrimaryType,
ImpactConfig_TempBuffCond.csv,3,描述,Desc,
ImpactConfig_TempBuffCond.csv,4,附加参数个数,ParamNum,
ImpactConfig_TempBuffCond.csv,5,参数1,Param0,
ImpactConfig_TempBuffCond.csv,6,参数2,Param1,
ImpactConfig_TempBuffCond.csv,7,参数3,Param2,
ImpactConfig_TempBuffCond.csv,8,参数4,Param3,
ImpactConfig_TempBuffCond.csv,9,参数列表,ParamList,
IncreasingProductivity_Reward.csv,1,流水ID,Id,
IncreasingProductivity_Reward.csv,2,被加成道具ID,AddItem,
IncreasingProductivity_Reward.csv,3,加成类型（同类相加，不同类叠乘）,AddType,
IncreasingProductivity_Reward.csv,4,策划备注,Des,
IncreasingProductivity_Reward.csv,5,加成比例,Award,
InspirationConfig_Base.csv,1,流水ID,Id,
InspirationConfig_Base.csv,2,Key_名称,Key_Name,
InspirationConfig_Base.csv,3,名称,Name,
InspirationConfig_Base.csv,4,类型,type,
InspirationConfig_Base.csv,5,部位,Position,
InspirationConfig_Base.csv,6,部位描述,Description,
InspirationConfig_Base.csv,7,品质,Quality,
InspirationConfig_Base.csv,8,Key_品质描述,Key_QualityDesc,
InspirationConfig_Base.csv,9,品质描述,QualityDesc,
InspirationConfig_Base.csv,10,获得时语音,SayHello,
InspirationConfig_Base.csv,11,Key_获得时文本,Key_HelloDesc,
InspirationConfig_Base.csv,12,获得时文本,HelloDesc,
InspirationConfig_Base.csv,13,Key_扮演者,Key_Coser,
InspirationConfig_Base.csv,14,扮演者,Coser,
InspirationConfig_Base.csv,15,Key_简介,Key_Text,
InspirationConfig_Base.csv,16,简介,Text,
InspirationConfig_Base.csv,17,Key_资料,Key_Means,
InspirationConfig_Base.csv,18,资料,Means,
InspirationConfig_Base.csv,19,道具图标,Icon,
InspirationConfig_Base.csv,20,穿戴立绘-新,PositionPictureNew,
InspirationConfig_Base.csv,21,立绘,Picture,
InspirationConfig_Base.csv,22,推荐角色,RecommendHero,
InspirationConfig_Base.csv,23,Key_推荐理由,Key_RecommendTips,
InspirationConfig_Base.csv,24,推荐理由,RecommendTips,
InspirationConfig_Base.csv,25,套装属性ID,SuitAttrId,
InspirationConfig_Base.csv,26,初始属性,FirstAttribute,
InspirationConfig_Base.csv,27,升级库ID,UpID,
InspirationConfig_Base.csv,28,突破id,BreakID,
InspirationConfig_Base.csv,29,升星id,StarUpID,
InspirationConfig_Base.csv,30,通用升华材料,GeneralMaterials,
InspirationConfig_Base.csv,31,穿戴立绘,PositionPicture,
InspirationConfig_Base.csv,32,图鉴列表图标,AtlasPic,
InspirationConfig_Base.csv,33,获取后锁定,AutoLock,
InspirationConfig_Base.csv,34,碎片道具,TranslateItem,
InspirationConfig_Base.csv,35,转化数量,TranslateNumber,
InspirationConfig_Base.csv,36,剧作筛选类型,FilterType,
InspirationConfig_Base.csv,37,溢出转换道具,ExcessTranslateItem,
InspirationConfig_Base.csv,38,溢出转换数量,ExcessTranslateNumber,
InspirationConfig_Base.csv,39,合成剧作所需碎片数量,ComposeNumber,
InspirationConfig_Base.csv,40,最大星级,MaxStar,
InspirationConfig_BreakConfig.csv,1,key,Id,
InspirationConfig_BreakConfig.csv,2,突破类型,BreakID,
InspirationConfig_BreakConfig.csv,3,突破次数,breaktime,1
InspirationConfig_BreakConfig.csv,4,消耗道具,Cost,1
InspirationConfig_BreakConfig.csv,5,角色等级需求,HeroLevel,
InspirationConfig_BreakConfig.csv,6,消耗金币,CostGold,1
InspirationConfig_BreakConfig.csv,7,等级上限,LevelMax,1
InspirationConfig_BreakConfig.csv,8,属性加成（加法）,AddAttribute,
InspirationConfig_BreakConfig.csv,9,属性加成（乘法）,RatioAttribute,
InspirationConfig_LevelUp.csv,1,流水ID,Id,
InspirationConfig_LevelUp.csv,2,等级,Level,
InspirationConfig_LevelUp.csv,3,EXP,EXP,
InspirationConfig_LevelUp.csv,4,消耗金币,CostGold,1
InspirationConfig_LevelUp.csv,5,要求角色等级,HeroLevelLimit,
InspirationConfig_LevelUpAttribute.csv,1,流水ID,Id,
InspirationConfig_LevelUpAttribute.csv,2,升级库ID,UpID,
InspirationConfig_LevelUpAttribute.csv,3,强化等级,LevelRange,
InspirationConfig_LevelUpAttribute.csv,4,属性加成（加法）,AddAttribute,
InspirationConfig_LevelUpAttribute.csv,5,属性加成（乘法）,RatioAttribute,
InspirationConfig_Quality.csv,1,品质序号,ID,
InspirationConfig_Quality.csv,2,获得界面横线图标,InspirationGetQualityBG,
InspirationConfig_Quality.csv,3,获得界面品质横线,InspirationGetQualityLine,
InspirationConfig_Quality.csv,4,获得界面特效,InspirationGetEffect,
InspirationConfig_Quality.csv,5,获得界面光圈,InspirationGetLight,
InspirationConfig_Quality.csv,6,品质,InspirationQuality,
InspirationConfig_Quality.csv,7,角框,InspirationPositionQuality,
InspirationConfig_StarupConfig.csv,1,key,Id,
InspirationConfig_StarupConfig.csv,2,类型,StarUpID,
InspirationConfig_StarupConfig.csv,3,星级,StarId,
InspirationConfig_StarupConfig.csv,4,显示星级,StarShow,
InspirationConfig_StarupConfig.csv,5,升星消耗数量,Cost,1
InspirationConfig_StarupConfig.csv,6,消耗金币,CostGold,1
InspirationConfig_StarupConfig.csv,7,属性加成（加法）,AddAttribute,
InspirationConfig_StarupConfig.csv,8,属性加成（乘法）,RatioAttribute,
InspirationConfig_StarupConfig.csv,9,虚战力,FightAdd,
InspirationConfig_Suit.csv,1,流水ID,Id,
InspirationConfig_Suit.csv,2,灵感套装ID,SuitAttrId,
InspirationConfig_Suit.csv,3,Key_套装名称,Key_SuitName,
InspirationConfig_Suit.csv,4,套装名称,SuitName,
InspirationConfig_Suit.csv,5,套装灵感数量,EquipCount,
InspirationConfig_Suit.csv,6,套装类型,SuitType,
InspirationConfig_Suit.csv,7,属性加成（加法）,AddAttribute,
InspirationConfig_Suit.csv,8,属性加成（乘法）,RatioAttribute,
InspirationConfig_Suit.csv,9,关联技能,AddSkill,
InspirationConfig_Suit.csv,10,关联BUFF,AddBuff,
InspirationConfig_Suit.csv,11,Key_套装描述,Key_SuitDesc,
InspirationConfig_Suit.csv,12,套装描述,SuitDesc,
InspirationConfig_Suit.csv,13,遗迹剧场属性加成（加法）,RelicTheaterAddAttribute,
InspirationConfig_Suit.csv,14,遗迹剧场属性加成（乘法）,RelicTheaterRatioAttribute,
InspirationConfig_Suit.csv,15,遗迹剧场关联技能,RelicTheaterAddSkill,
InspirationConfig_Suit.csv,16,遗迹剧场关联BUFF,RelicTheaterAddBuff,
InspirationConfig_SuitConfig.csv,1,唯一id,id,
InspirationConfig_SuitConfig.csv,2,套装ID,SuitId,
InspirationConfig_SuitConfig.csv,3,星级,star,
InspirationConfig_SuitConfig.csv,4,显示星级,StarShow,
InspirationConfig_SuitConfig.csv,5,属性加成（加法）,AddAttribute,
InspirationConfig_SuitConfig.csv,6,属性加成（乘法）,RatioAttribute,
InspirationConfig_SuitConfig.csv,7,关联技能,AddSkill,
InspirationConfig_SuitConfig.csv,8,关联BUFF,AddBuff,
InspirationConfig_SuitConfig.csv,9,Key_套装描述,Key_SuitDesc,
InspirationConfig_SuitConfig.csv,10,套装描述,SuitDesc,
InspirationConfig_SuitConfig.csv,11,遗迹剧场属性加成（加法）,RelicTheaterAddAttribute,
InspirationConfig_SuitConfig.csv,12,遗迹剧场属性加成（乘法）,RelicTheaterRatioAttribute,
InspirationConfig_SuitConfig.csv,13,遗迹剧场关联技能,RelicTheaterAddSkill,
InspirationConfig_SuitConfig.csv,14,遗迹剧场关联BUFF,RelicTheaterAddBuff,
InspirationConfig_SuitConfig.csv,15,虚战力,FightAdd,
InvitationActivity_Base.csv,1,流水ID,Id,
InvitationActivity_Base.csv,2,活动名,Desc,
InvitationActivity_Base.csv,3,活动类型,ActivityType,
InvitationActivity_Base.csv,4,功能开启条件,OpGenerate,1
InvitationActivity_Base.csv,5,邀请码生成条件,CodeGenerate,
InvitationActivity_Base.csv,6,最大受邀次数,InvitedMax,1
InvitationActivity_Base.csv,7,最大邀请次数,InvitingMax,1
InvitationActivity_Base.csv,8,受邀奖励,InvitedReward,1
InvitationActivity_Base.csv,9,每日首次分享奖励,FirstShareReward,1
InvitationActivity_Base.csv,10,奖励补发邮件id,MailId,1
InvitationActivity_InvitingQuest.csv,1,流水ID,Id,
InvitationActivity_InvitingQuest.csv,2,活动ID,ActivityId,
InvitationActivity_InvitingQuest.csv,3,任务ID,QuestId,
InvitationActivity_InvitingReward.csv,1,流水ID,Id,
InvitationActivity_InvitingReward.csv,2,活动ID,ActivityId,
InvitationActivity_InvitingReward.csv,3,邀请玩家次数,InvitingNum,1
InvitationActivity_InvitingReward.csv,4,人数达标奖励,Reward,1
InvitationActivity_Quest.csv,1,流水ID,Id,
InvitationActivity_Quest.csv,2,活动ID,ActivityId,
InvitationActivity_Quest.csv,3,任务类型,QuestType,
InvitationActivity_Quest.csv,4,任务id,QuestId,
InvitationActivity_Quest.csv,5,任务奖励,Reward,1
InvitationActivity_Quest.csv,6,任务参数,QuestNum,
InvitationActivity_Quest.csv,7,Key_名称,Key_Name,
InvitationActivity_Quest.csv,8,任务名,Name,
InvitationActivity_Quest.csv,9,前置id,PreId,
InvitationConfig_Config.csv,1,流水ID,Id,
InvitationConfig_Config.csv,2,描述,des,
InvitationConfig_Config.csv,3,key,Key,
InvitationConfig_Config.csv,4,值,value,
InvitationConfig_Hero.csv,1,流水ID,Id,
InvitationConfig_Hero.csv,2,角色名,bz,
InvitationConfig_Hero.csv,3,解锁道具id,ItemID,
InvitationConfig_Hero.csv,4,碎片奖励,Reward,1
InvitationConfig_Hero.csv,5,解锁条件,Conditions,1
InvitationConfig_Hero.csv,6,回信,ReplyLetterId,
InvitationConfig_Hero.csv,7,排序,order,
InvitationConfig_ReplyLetter.csv,1,流水ID,Id,
InvitationConfig_ReplyLetter.csv,2,角色备注,bz,
InvitationConfig_ReplyLetter.csv,3,Key_内容,Key_Letter,
InvitationConfig_ReplyLetter.csv,4,内容,Letter,
ItemConfig_Base.csv,1,流水ID,Id,
ItemConfig_Base.csv,2,物品备注说明,Note,
ItemConfig_Base.csv,3,Key_名称,Key_Name,
ItemConfig_Base.csv,4,名称,Name,
ItemConfig_Base.csv,5,类型,Type,
ItemConfig_Base.csv,6,背包类型,BagType,
ItemConfig_Base.csv,7,关联ID,LinkId,
ItemConfig_Base.csv,8,是否在背包中显示,IsShow,
ItemConfig_Base.csv,9,是否为货币类型,IsMoney,
ItemConfig_Base.csv,10,获取途径,GetWay,
ItemConfig_Base.csv,11,是否为版本内容（托管中是否显示）,CanShow,
ItemConfig_Base.csv,12,可否出售,CanSell,
ItemConfig_Base.csv,13,按钮操作类型,UseInfo,
ItemConfig_Base.csv,14,使用后跳转信息,JumpInfo,
ItemConfig_Base.csv,15,可否佩戴,CanWear,
ItemConfig_Base.csv,16,叠加最大数量,OverlayNum,
ItemConfig_Base.csv,17,有效类型,ValidType,
ItemConfig_Base.csv,18,有效期,ValidTime,
ItemConfig_Base.csv,19,模型,Model,
ItemConfig_Base.csv,20,稀有度,Quality,
ItemConfig_Base.csv,21,品质背景,QualityIconId,
ItemConfig_Base.csv,22,图标,Icon,
ItemConfig_Base.csv,23,小图标,SmallIcon,
ItemConfig_Base.csv,24,大图标,BigIcon,
ItemConfig_Base.csv,25,Key_描述,Key_Describe,
ItemConfig_Base.csv,26,描述,Describe,
ItemConfig_Base.csv,27,Key_背景描述,Key_description,
ItemConfig_Base.csv,28,背景描述,description,
ItemConfig_Base.csv,29,道具需求等级,ReqLevel,
ItemConfig_Base.csv,30,道具出售（分解）,Sell,
ItemConfig_Base.csv,31,参数1,parameter1,
ItemConfig_Base.csv,32,参数2,parameter2,
ItemConfig_Base.csv,33,参数3,parameter3,
ItemConfig_Base.csv,34,参数4,parameter4,
ItemConfig_Base.csv,35,获取途径关联宝箱,GetWayBox,
ItemConfig_Base.csv,36,转化道具,TransitionItem,
ItemConfig_Base.csv,37,权重系数,Weight,
ItemConfig_Base.csv,38,使用条件,UseCondition,
ItemConfig_Base.csv,39,背包红点提醒,RedPot,
ItemConfig_Base.csv,40,Key_概率描述,Key_ProbabilityDesc,
ItemConfig_Base.csv,41,概率描述,ProbabilityDesc,1
ItemConfig_Base.csv,42,韩文名称,NameKR,
ItemConfig_Global.csv,1,流水ID,Id,
ItemConfig_Global.csv,2,策划备注,Notice,
ItemConfig_Global.csv,3,值,Value,
ItemConfig_TImingItem.csv,1,道具ID,Id,
ItemConfig_TImingItem.csv,2,策划备注,Notice,
ItemConfig_TImingItem.csv,3,道具进入卡池及礼包时间,OpenTime,1
ItemRecommendPack_Base.csv,1,流水ID,Id,
ItemRecommendPack_Base.csv,2,道具id,ItemId,
ItemRecommendPack_Base.csv,3,排序,RankId,
ItemRecommendPack_Base.csv,4,Key_名称,Key_Name,
ItemRecommendPack_Base.csv,5,名称,Name,
ItemRecommendPack_Base.csv,6,礼包内所含道具,Pack,
ItemRecommendPack_Base.csv,7,Key_返利比,Key_ShowRebate,
ItemRecommendPack_Base.csv,8,返利比,ShowRebate,1
ItemRecommendPack_Base.csv,9,购买类型,BuyType,
ItemRecommendPack_Base.csv,10,商品id,GoodsId,1
ItemRecommendPack_Base.csv,11,跳转,QuickPathId,
ItemRecommendPack_Base.csv,12,界面样式,ShowStyleId,
ItemRecommendPack_Base.csv,13,该礼包所属直购类型备注,TypeNote,
ItemRecommendPack_Base.csv,14,备注,Note,
LimitedPackConfig_Base.csv,1,流水ID,Id,
LimitedPackConfig_Base.csv,2,Key_名称,Key_Name,
LimitedPackConfig_Base.csv,3,名称,Name,
LimitedPackConfig_Base.csv,4,备注,Type,
LimitedPackConfig_Base.csv,5,类型,Type,
LimitedPackConfig_Base.csv,6,价格,Price,1
LimitedPackConfig_Base.csv,7,兑换消耗道具,Cost,1
LimitedPackConfig_Base.csv,8,Key_返利比,Key_Discount,
LimitedPackConfig_Base.csv,9,返利比,Discount,1
LimitedPackConfig_Base.csv,10,直购原价（不显示了，可以不配）,OriPirce,1
LimitedPackConfig_Base.csv,11,非直购原价,OriCost,1
LimitedPackConfig_Base.csv,12,是否购买首充礼包后弹出,IsBuyFirstPack,
LimitedPackConfig_Base.csv,13,限购次数,LimitedCount,1
LimitedPackConfig_Base.csv,14,有效期,Time,
LimitedPackConfig_Base.csv,15,奖励内容,Rewards,1
LimitedPackConfig_Base.csv,16,触发类型,ConditionType,
LimitedPackConfig_Base.csv,17,触发条件,Condition,
LimitedPackConfig_Base.csv,18,权重,Weight,1
LimitedPackConfig_Base.csv,19,背景图,BgPic,
LimitedPackConfig_Base.csv,20,立绘图,CharPic,
LimitedPackConfig_Base.csv,21,页签图,SheetPic,
LiupaiConfig_Base.csv,1,流派id,Id,
LiupaiConfig_Base.csv,2,Key_流派名称,Key_Name,
LiupaiConfig_Base.csv,3,流派名称,Name,
LiupaiConfig_Base.csv,4,流派图标,Icon,
LiupaiConfig_Base.csv,5,流派图标2,Icon_Two,
LiupaiConfig_Base.csv,6,Key_流派描述,Key_description,
LiupaiConfig_Base.csv,7,流派描述,description,
LiupaiConfig_Base.csv,8,上阵2人技能,TwoPeopleSkill,
LiupaiConfig_Base.csv,9,Key_上阵2人技能描述,Key_TwoPeopleSkill_Description,
LiupaiConfig_Base.csv,10,上阵2人技能描述,TwoPeopleSkill_Description,
LiupaiConfig_Base.csv,11,上阵3人技能,ThreePeopleSkill,
LiupaiConfig_Base.csv,12,Key_上阵3人技能描述,Key_ThreePeopleSkill_Description,
LiupaiConfig_Base.csv,13,上阵3人技能描述,ThreePeopleSkill_Description,
LiupaiConfig_Base.csv,14,技能作用目标,Target,
LiupaiConfig_Role.csv,1,流水id,Id,
LiupaiConfig_Role.csv,2,角色id,HeroId,
LiupaiConfig_Role.csv,3,相性,DefaultPhasic,
LiupaiConfig_Role.csv,4,流派1_id,Liupai1id,
LiupaiConfig_Role.csv,5,流派2_id,Liupai2id,
LoadingConfig_Background.csv,1,Id,Id,
LoadingConfig_Background.csv,2,图片组,Group,
LoadingConfig_Background.csv,3,图片路径,BackGround,
LoadingConfig_Base.csv,1,Id,Id,
LoadingConfig_Base.csv,2,备注,Remark,
LoadingConfig_Base.csv,3,图片组,Group,
LoadingConfig_Base.csv,4,提示组,TipGroup,
LoadingConfig_Base.csv,5,预计时间,LoadTime,
LoadingConfig_Tips.csv,1,Id,Id,
LoadingConfig_Tips.csv,2,提示组,TipGroup,
LoadingConfig_Tips.csv,3,Key_提示,Key_Des,
LoadingConfig_Tips.csv,4,提示描述,Description,
LobbySkin_LobbySkin.csv,1,流水ID,Id,
LobbySkin_LobbySkin.csv,2,Key_场景皮肤名称,Key_LobbySkinName,
LobbySkin_LobbySkin.csv,3,关卡名称,Name,
LobbySkin_LobbySkin.csv,4,皮肤类型,Type,
LobbySkin_LobbySkin.csv,5,缩略图路径,IconPath,
LobbySkin_LobbySkin.csv,6,背景图路径,LobbyIconPath,
LobbySkin_LobbySkin.csv,7,场景资源路径,ResourcePath,
LobbySkin_LobbySkin.csv,8,是否需要道具解锁,UnlockByItem,
LobbySkin_LobbySkin.csv,9,解锁道具ID,UnlockItemID,
LobbySkin_LobbySkin.csv,10,稀有度,Quality,
LobbySkin_LobbySkin.csv,11,转换ID,BuyResourceID,
Loot_Base.csv,1,流水ID,Id,
Loot_Base.csv,2,掉落串ID,LootId,1
Loot_Base.csv,3,掉落种类,LootType,1
Loot_Base.csv,4,资源ID,GoodsId,
Loot_Base.csv,5,资源转义,GoodsName,
Loot_Base.csv,6,最小数量,min_num,
Loot_Base.csv,7,最大数量,max_num,
Loot_Base.csv,8,权重组,Rate,1
Loot_Base.csv,9,保底数量,limit,1
Loot_Base.csv,10,全服掉落限制数量,ServerLimitNum,1
Loot_Base.csv,11,备注,beizhu,
LotteryConfig_Added.csv,1,ID,Id,
LotteryConfig_Added.csv,2,CardPoolID,PooId,
LotteryConfig_Added.csv,3,奖励类型,Type,1
LotteryConfig_Added.csv,4,星级,Star,
LotteryConfig_Added.csv,5,获得次数1,GetCount1,1
LotteryConfig_Added.csv,6,对应次数奖励1,GetReward1,1
LotteryConfig_Added.csv,7,获得次数2,GetCount2,1
LotteryConfig_Added.csv,8,对应次数奖励2,GetReward2,1
LotteryConfig_Added.csv,9,获得次数3,GetCount3,1
LotteryConfig_Added.csv,10,对应次数奖励3,GetReward3,1
LotteryConfig_Added.csv,11,获得次数4,GetCount4,1
LotteryConfig_Added.csv,12,对应次数奖励4,GetReward4,1
LotteryConfig_Banner.csv,1,ID,ID,
LotteryConfig_Banner.csv,2,备注,Beizhu,
LotteryConfig_Banner.csv,3,奖励显示,RewardsShow,1
LotteryConfig_Banner.csv,4,banner图,BannerPic,
LotteryConfig_Banner.csv,5,banner跳转id,BannerJumpID,
LotteryConfig_Base.csv,1,ID,Id,
LotteryConfig_Base.csv,2,Key_描述,Key_Name,
LotteryConfig_Base.csv,3,描述,Name,
LotteryConfig_Base.csv,4,卡池是否开放,IsOpen,1
LotteryConfig_Base.csv,5,卡池类型,CardType,1
LotteryConfig_Base.csv,6,列表分类,Type,
LotteryConfig_Base.csv,7,是否显示在卡池中,IsShow,1
LotteryConfig_Base.csv,8,列表显示优先级,Priority,
LotteryConfig_Base.csv,9,预览条件,PreviewCondition,
LotteryConfig_Base.csv,10,开启条件,OpenCondition,1
LotteryConfig_Base.csv,11,卡池货币显示,TopList,1
LotteryConfig_Base.csv,12,单次召唤价格1,CostPrice1,1
LotteryConfig_Base.csv,13,开放时间,OpenTime,1
LotteryConfig_Base.csv,14,结束时间,EndTime,1
LotteryConfig_Base.csv,15,创号后几日开启,InitialOpentime,
LotteryConfig_Base.csv,16,创号后维持几日,InitialMaintencetime,
LotteryConfig_Base.csv,17,循环奖励id,CircleRewardId,1
LotteryConfig_Base.csv,18,循环奖励积分,CircleRewardPoint,1
LotteryConfig_Base.csv,19,心愿单开启参数,OpenWish,
LotteryConfig_Base.csv,20,心愿单可选数量,WishNum,
LotteryConfig_Base.csv,21,心愿单重置周期,WishCard,
LotteryConfig_Base.csv,22,心愿单筛选,WishPhasic,
LotteryConfig_Base.csv,23,同SSR最大连续出现次数,RepeatNum,1
LotteryConfig_Base.csv,24,心愿单加成,WishSSR,
LotteryConfig_Base.csv,25,心愿单概率提升百分比,WishPercent,1
LotteryConfig_Base.csv,26,心愿单是否必中,WishGuarantee,
LotteryConfig_Base.csv,27,非SSR抽卡掉落库,CardLoot,1
LotteryConfig_Base.csv,28,SSR掉落库,GuaranteeLoot,1
LotteryConfig_Base.csv,29,初始SSR掉落概率,SSROriProbability,1
LotteryConfig_Base.csv,30,SSR概率递增抽数起始值,SSRImproveNum,1
LotteryConfig_Base.csv,31,概率递增值,SSRImproveProbability,1
LotteryConfig_Base.csv,32,首次卡池保底次数,FirstGuaranteeNum,1
LotteryConfig_Base.csv,33,首次卡池保底显示次数,FirstGuaranteeNumShow,1
LotteryConfig_Base.csv,34,卡池保底次数,GuaranteeNum1,1
LotteryConfig_Base.csv,35,"卡池保底显示次数
",GuaranteeNumShow,1
LotteryConfig_Base.csv,36,保底角色ItemID,GuaranteeItemID,1
LotteryConfig_Base.csv,37,保底剧作ItemID,GuaranteeInspirationID,1
LotteryConfig_Base.csv,38,概率提升（保底）共享序号,ShareNumber,1
LotteryConfig_Base.csv,39,UP卡池保底生效次数,UpSSRNum,1
LotteryConfig_Base.csv,40,抽卡保护,DrawProtection,
LotteryConfig_Base.csv,41,连续N次SSR非UP角色保底,GuaranteeNumFinal,1
LotteryConfig_Base.csv,42,角色查看索引,HeroViewID,
LotteryConfig_Base.csv,43,Banner图路径,BannerBg,
LotteryConfig_Base.csv,44,背景图路径,BgPic,
LotteryConfig_Base.csv,45,标题图路径,TitlePic,
LotteryConfig_Base.csv,46,live2D/立绘图路径,HeroPic,
LotteryConfig_Base.csv,47,live2D/立绘图坐标,HeroPicCoordinate,
LotteryConfig_Base.csv,48,Key_规则说明,Key_Desc,
LotteryConfig_Base.csv,49,规则说明,Desc,
LotteryConfig_Base.csv,50,卡池详情id,LotteryShowID,1
LotteryConfig_Base.csv,51,心愿单默认角色,WishListDefault,
LotteryConfig_Base.csv,52,对应systemid,Systemid,
LotteryConfig_Base.csv,53,live2D/立绘图缩放比例,HeroPicScale,
LotteryConfig_Base.csv,54,相同SSR间隔控制组,SameSSRGroup,
LotteryConfig_Base.csv,55,允许连续出同一SSR次数,SameSSRNum,1
LotteryConfig_Base.csv,56,十连保底SR掉落组,GuaranteeSRLoot,1
LotteryConfig_Base.csv,57,右下波浪图路径,WaveBgPic,
LotteryConfig_Base.csv,58,动效文件名称,EffectName,
LotteryConfig_Base.csv,59,抽卡动画路径,CardAnimation,
LotteryConfig_Base.csv,60,bannerID,BannerID,
LotteryConfig_Base.csv,61,是否限定卡池,IsLimitedLottery,1
LotteryConfig_Base.csv,62,单次抽奖奖励,OnceReward,1
LotteryConfig_Base.csv,63,Key_卡池标签名称,Key_TabName,
LotteryConfig_Base.csv,64,卡池标签名称,TabName,1
LotteryConfig_Base.csv,65,contentid,ContentId,
LotteryConfig_Base.csv,66,probtableid,ProbtableId,
LotteryConfig_Base.csv,67,ProbtableChangeId,ProbtableChangeId,
LotteryConfig_Base.csv,68,ProbtableChangeIdSecond,ProbtableChangeIdSecond,
LotteryConfig_CircleReward.csv,1,id,Id,
LotteryConfig_CircleReward.csv,2,奖励组id,GroupID,1
LotteryConfig_CircleReward.csv,3,奖励,Rewards,1
LotteryConfig_CircleReward.csv,4,累计抽数区间起点,WishNumStart,
LotteryConfig_CircleReward.csv,5,累计抽数区间终点,WishNumEnd,
LotteryConfig_InspirationWish.csv,1,ID,Id,
LotteryConfig_InspirationWish.csv,2,卡池id,LotteryId,1
LotteryConfig_InspirationWish.csv,3,剧作套装id,SuitId,
LotteryConfig_InspirationWish.csv,4,套装名册,SuitName,
LotteryConfig_InspirationWish.csv,5,剧作id,ItemId,
LotteryConfig_LootShow.csv,1,ID,Id,
LotteryConfig_LootShow.csv,2,掉落库id,LootId,1
LotteryConfig_LootShow.csv,3,道具id,ItemId,
LotteryConfig_LootShow.csv,4,道具数量,ItemNum,1
LotteryConfig_LootShow.csv,5,掉落概率,ItemRadio,1
LotteryConfig_LootShow.csv,6,备注,beizhu,
LotteryConfig_LootShow.csv,7,卡池光效,LotteryEffect,1
LotteryConfig_LotteryList.csv,1,ID,Id,
LotteryConfig_LotteryList.csv,2,卡池id,LotteryId,1
LotteryConfig_LotteryList.csv,3,宠物id,PetId,
LotteryConfig_LotteryList.csv,4,选中掉落组,ItemAdd,1
LotteryConfig_LotteryList.csv,5,角色id,HeroId,
LotteryConfig_LotteryList.csv,6,原卡池id,FormerLotteryId,1
LotteryConfig_LotteryShow.csv,1,ID,Id,
LotteryConfig_LotteryShow.csv,2,Key_UP提升说明,Key_UPString,
LotteryConfig_LotteryShow.csv,3,UP提升说明,UPString,
LotteryConfig_LotteryShow.csv,4,UP角色道具ID,UPItemId,
LotteryConfig_LotteryShow.csv,5,UP剧作ID,UPInspirationId,
LotteryConfig_LotteryShow.csv,6,SSR掉落预览,SSRShow,1
LotteryConfig_LotteryShow.csv,7,Key_SSR掉落说明,Key_SSRString,
LotteryConfig_LotteryShow.csv,8,SSR掉落说明,SSRString,1
LotteryConfig_LotteryShow.csv,9,SR掉落预览,SRShow,1
LotteryConfig_LotteryShow.csv,10,Key_SR掉落说明,Key_SRString,
LotteryConfig_LotteryShow.csv,11,SR掉落说明,SRString,1
LotteryConfig_LotteryShow.csv,12,R掉落预览,RShow,1
LotteryConfig_LotteryShow.csv,13,Key_R掉落说明,Key_RString,
LotteryConfig_LotteryShow.csv,14,R掉落说明,RString,1
LotteryConfig_LotteryShow.csv,15,道具掉落预览,ItemShow,1
LotteryConfig_LotteryShow.csv,16,Key_道具掉落说明,Key_ItemString,
LotteryConfig_LotteryShow.csv,17,道具掉落说明,ItemString,1
LotteryConfig_LotteryShow.csv,18,SSR信物掉落预览,SSRGodessShow,1
LotteryConfig_LotteryShow.csv,19,Key_SSR信物掉落说明,Key_SSRGodessString,
